dataset,year,treatment,tiller,N,Nmax,lmax,wmax,w(0),w(0.02),w(0.04),w(0.06),w(0.08),w(0.1),w(0.12),w(0.14),w(0.16),w(0.18),w(0.2),w(0.22),w(0.24),w(0.26),w(0.28),w(0.3),w(0.32),w(0.34),w(0.36),w(0.38),w(0.4),w(0.42),w(0.44),w(0.46),w(0.48),w(0.5),w(0.52),w(0.54),w(0.56),w(0.58),w(0.6),w(0.62),w(0.64),w(0.66),w(0.68),w(0.7),w(0.72),w(0.74),w(0.76),w(0.78),w(0.8),w(0.82),w(0.84),w(0.86),w(0.88),w(0.9),w(0.92),w(0.94),w(0.96),w(0.98),w(1)
Maize,2004,11,0,9,16,83.755,8.7188,0,0.062535,0.11566,0.18174,0.25057,0.32612,0.40564,0.47295,0.53469,0.59989,0.65184,0.70836,0.74267,0.7796,0.81129,0.8417,0.85667,0.87991,0.89153,0.90869,0.92418,0.92972,0.93556,0.93276,0.94202,0.93777,0.94687,0.94909,0.94909,0.95462,0.96015,0.95462,0.9596,0.95111,0.96367,0.9596,0.96514,0.94798,0.95351,0.95407,0.94798,0.94798,0.96412,0.98229,0.99661,0.99708,0.97676,0.96514,0.91246,0.86741,0.79358
Maize,2004,11,0,10,16,82.11,9.5743,0,0.068565,0.131,0.20253,0.27686,0.35759,0.4265,0.49789,0.56544,0.62975,0.67827,0.71471,0.75738,0.79008,0.82835,0.84905,0.86709,0.8903,0.90084,0.923,0.923,0.93987,0.94515,0.93882,0.94726,0.95042,0.95886,0.96203,0.95886,0.95886,0.96203,0.95042,0.95464,0.94515,0.94515,0.9557,0.97122,0.97363,0.97363,0.97363,0.99578,0.99578,0.98523,0.98523,0.98523,0.99578,0.99262,0.95886,0.98945,0.9673,0.89346
Maize,2004,11,0,11,16,77.59,9.1001,0,0.082131,0.13802,0.21643,0.27494,0.35294,0.43516,0.50277,0.57208,0.62346,0.67259,0.71809,0.7525,0.78471,0.80799,0.83807,0.86459,0.88679,0.90122,0.91232,0.93563,0.9434,0.95339,0.96448,0.96448,0.96448,0.97114,0.97114,0.98224,0.98113,0.98446,0.9889,0.9889,0.9889,0.9889,0.99445,0.99445,0.99445,0.9889,0.99105,0.9889,1,1,0.9889,0.97669,0.96448,0.95339,0.97225,0.96115,0.93674,0.8768
Maize,2004,11,0,12,16,71.7,8.9111,0,0.067553,0.11628,0.16833,0.23133,0.29834,0.36633,0.42525,0.48992,0.54817,0.59358,0.63012,0.66999,0.70897,0.74366,0.76633,0.7907,0.81506,0.83858,0.85714,0.87486,0.89258,0.89812,0.92248,0.94241,0.9546,0.97453,0.97558,0.98893,0.99446,0.99446,1,0.99446,0.99446,0.98671,0.98671,0.97453,0.97453,0.96235,0.95127,0.93909,0.92802,0.93134,0.93134,0.92027,0.89701,0.88429,0.866,0.866,0.87486,0.81506
Maize,2004,11,0,13,16,62.02,8.3527,0.0059666,0.064334,0.11232,0.15916,0.22076,0.27685,0.34076,0.40257,0.46539,0.51532,0.56993,0.61933,0.65871,0.6969,0.73628,0.76134,0.78759,0.81384,0.8389,0.86038,0.88544,0.90334,0.91647,0.93675,0.94869,0.95585,0.96181,0.97375,0.98687,0.98687,0.98687,0.98687,0.97732,0.97375,0.96181,0.96014,0.96181,0.96181,0.94869,0.93675,0.92721,0.91527,0.89648,0.87709,0.86038,0.85084,0.82578,0.81072,0.79714,0.77726,0.68854
Maize,2004,11,0,14,16,52.83,7.32,0,0.058252,0.10541,0.16779,0.2248,0.28687,0.35541,0.41193,0.47018,0.51456,0.57282,0.6172,0.64632,0.70596,0.73509,0.77947,0.8086,0.82802,0.85853,0.86824,0.89736,0.91123,0.94175,0.95562,0.96394,0.97087,0.97087,0.97087,0.97087,0.97087,0.97087,0.98474,0.98474,0.99307,0.99307,1,0.9889,0.9889,0.97503,0.97503,0.96821,0.94868,0.92769,0.91123,0.90153,0.86269,0.84743,0.80444,0.78918,0.76006,0.64632
Maize,2004,11,0,15,16,42.05,6.0297,0,0.053601,0.10553,0.15243,0.19933,0.24439,0.30486,0.33836,0.38191,0.43719,0.49079,0.52764,0.58124,0.63652,0.67337,0.70854,0.72896,0.76382,0.79899,0.8191,0.8526,0.87102,0.88777,0.9062,0.9062,0.92295,0.94137,0.9531,0.97116,0.97655,0.98157,1,1,1,1,1,1,0.99665,0.98827,0.9799,0.9598,0.94472,0.92308,0.8995,0.86432,0.83417,0.81453,0.78224,0.74539,0.65997,0.56449
Maize,2004,11,0,16,16,28.02,4.04,0.0125,0.105,0.135,0.20183,0.265,0.2925,0.345,0.37635,0.425,0.45003,0.48,0.505,0.5575,0.605,0.6325,0.6575,0.7125,0.7375,0.7798,0.8175,0.8175,0.8425,0.87,0.895,0.895,0.9225,0.9461,0.9475,0.975,0.975,1,1,1,1,1,1,0.9846,0.975,0.9475,0.9475,0.9475,0.9475,0.9225,0.91722,0.8766,0.87,0.8175,0.79,0.7375,0.6575,0.59
Maize,2004,11,0,1,17,4.85,1.3389,0.055556,0.18785,0.29828,0.40526,0.47793,0.55522,0.59633,0.60741,0.64473,0.64815,0.68222,0.68519,0.73601,0.80069,0.83807,0.91652,0.92222,0.95681,0.99739,1,1,1,1,1,0.97733,0.96296,0.94308,0.92222,0.88327,0.88148,0.87259,0.84444,0.84444,0.84444,0.84444,0.84444,0.8123,0.77133,0.74281,0.73333,0.69341,0.67193,0.5971,0.57778,0.564,0.50407,0.49452,0.45909,0.3904,0.38527,0.38519
Maize,2004,11,0,2,17,11.31,1.3331,0.037879,0.22727,0.38697,0.48485,0.56818,0.56818,0.64939,0.68939,0.76515,0.80876,0.84091,0.84091,0.84091,0.91667,0.9697,0.9697,0.97758,0.98485,0.98485,1,1,1,0.94467,0.91667,0.91667,0.91667,0.976,0.91883,1,0.99753,0.9697,0.9185,0.91667,0.91667,0.85545,0.84091,0.81576,0.76515,0.76515,0.68939,0.68939,0.68939,0.61364,0.61364,0.57576,0.55742,0.49242,0.54809,0.49242,0.44609,0.53788
Maize,2004,11,0,3,17,20.31,1.8281,0,0.1143,0.23405,0.27759,0.34008,0.41366,0.46265,0.54974,0.60417,0.6291,0.6586,0.65315,0.75657,0.76746,0.71847,0.71847,0.82145,0.87925,0.82733,0.82733,0.83495,0.82733,0.87087,0.8872,0.8872,0.88176,0.93074,0.93619,0.98517,1,0.94707,0.94707,0.94707,0.94707,0.94707,0.97429,0.93728,0.983,0.88176,0.88176,0.93074,0.8872,0.82733,0.7729,0.71847,0.71847,0.71847,0.70758,0.6967,0.65315,0.59328
Maize,2004,11,0,4,17,32.37,3.232,0,0.039568,0.080568,0.10185,0.15914,0.19753,0.23457,0.30247,0.33025,0.39506,0.45988,0.46926,0.50268,0.56173,0.62654,0.66975,0.70407,0.75617,0.79012,0.81302,0.83951,0.83951,0.88889,0.93827,0.94243,0.93827,0.9537,0.98765,1,0.95635,0.9537,0.97222,0.97222,0.93827,0.93827,0.93827,0.92591,0.91975,0.91975,0.88038,0.84259,0.84259,0.81173,0.79012,0.75,0.7037,0.72222,0.73765,0.7716,0.7716,0.73765
Maize,2004,11,0,5,17,44.44,4.5958,0,0.048328,0.10571,0.16476,0.21089,0.28118,0.37626,0.4397,0.53381,0.58685,0.64936,0.7121,0.74909,0.78863,0.83476,0.86552,0.88968,0.89952,0.94882,0.95998,0.98414,0.95998,0.95998,0.96693,0.98414,0.98414,0.98414,0.97755,0.99363,0.99952,0.96288,0.97755,0.95558,0.95558,0.93361,0.95998,0.93581,0.91165,0.88659,0.84355,0.82158,0.81938,0.77765,0.74909,0.72352,0.69197,0.68811,0.71324,0.73371,0.75568,0.73371
Maize,2004,11,0,6,17,58.76,6.2307,0.0081037,0.06483,0.14982,0.20321,0.26418,0.34246,0.4365,0.48062,0.54133,0.60616,0.6564,0.70502,0.73906,0.77472,0.81037,0.84003,0.86872,0.90276,0.93355,0.93355,0.95138,0.96759,0.96759,0.98379,0.98379,1,1,0.98379,0.98703,1,0.96759,0.95489,0.91572,0.93355,0.89846,0.88169,0.88169,0.86386,0.84603,0.82982,0.82982,0.81199,0.79417,0.77796,0.73906,0.76013,0.77796,0.77796,0.79417,0.8201,0.75689
Maize,2004,11,0,7,17,70.42,7.2417,0.0069735,0.070907,0.13389,0.20781,0.27336,0.36402,0.42399,0.48536,0.55091,0.60669,0.65132,0.70361,0.75732,0.80335,0.81869,0.86053,0.87866,0.90284,0.90934,0.9219,0.95537,0.98047,0.98466,1,0.98466,0.98466,0.97071,0.9735,0.9735,0.98466,1,0.98466,0.98466,0.98466,0.98466,0.98466,0.98047,0.98047,0.98047,0.98047,0.98047,0.94561,0.95119,0.93724,0.91771,0.89261,0.86192,0.88982,0.84658,0.77802,0.70572
Maize,2004,11,0,8,17,80.24,8.5648,0,0.066915,0.11758,0.18859,0.2596,0.32759,0.38882,0.4482,0.49476,0.54286,0.58906,0.63679,0.67055,0.7078,0.74505,0.7695,0.79744,0.81839,0.84866,0.88126,0.89872,0.91153,0.93597,0.95576,0.96158,0.98719,0.9876,0.97788,1,0.98719,0.97788,0.96624,0.96624,0.96624,0.96354,0.96624,0.9546,0.9546,0.94296,0.93132,0.93737,0.93597,0.93015,0.92317,0.91851,0.91851,0.93015,0.90687,0.89523,0.86086,0.81024
Maize,2004,11,0,9,17,85.81,8.8008,0,0.058178,0.11087,0.16822,0.23816,0.30154,0.37699,0.44457,0.50539,0.57739,0.63179,0.67728,0.71179,0.75521,0.78924,0.83095,0.86608,0.89462,0.91877,0.91877,0.94292,0.9539,0.94222,0.93633,0.93304,0.94292,0.9539,0.9539,0.9539,0.94292,0.94292,0.94292,0.94292,0.93304,0.94402,0.94402,0.94402,0.94402,0.94402,0.94292,0.93633,0.94402,0.94402,0.97805,0.97805,1,1,1,0.97805,0.95251,0.80022
Maize,2004,11,0,10,17,87.72,9.7868,0.00516,0.07063,0.12281,0.17957,0.25654,0.32508,0.40351,0.4601,0.5393,0.5934,0.65015,0.69453,0.73288,0.76161,0.79567,0.82438,0.87056,0.89577,0.90712,0.93292,0.93292,0.94427,0.94427,0.94427,0.95459,0.95459,0.95459,0.95459,0.96594,0.95941,0.96594,0.96594,0.96594,0.96594,0.9773,0.98865,0.98865,0.98865,0.98865,0.9969,0.98865,0.96594,0.98865,0.97948,0.98029,0.98865,1,0.9773,0.9773,0.80079,0.72343
Maize,2004,11,0,11,17,85.4,9.7869,0,0.067349,0.12078,0.19001,0.26407,0.34186,0.40151,0.4739,0.54661,0.60594,0.64995,0.69261,0.73797,0.7609,0.79324,0.826,0.84852,0.89253,0.91402,0.92528,0.93654,0.95803,0.98055,0.98874,0.98145,0.99181,0.99263,1,0.99181,0.98055,0.96929,0.95803,0.95803,0.95803,0.94678,0.93654,0.93654,0.93654,0.92528,0.92528,0.93654,0.92528,0.91808,0.92528,0.93654,0.93654,0.9435,0.95803,0.95803,0.97965,0.96929
Maize,2004,11,0,12,17,81.78,9.6156,0,0.06785,0.12013,0.19324,0.27244,0.34029,0.40782,0.47599,0.54384,0.59963,0.65136,0.69757,0.72965,0.76409,0.79749,0.82046,0.84119,0.86534,0.87578,0.89875,0.91023,0.92067,0.94363,0.94809,0.95511,0.95511,0.95987,0.97488,0.97704,0.98539,0.98539,0.97495,0.98539,0.9869,0.98539,0.99687,1,0.98852,0.95511,0.96555,0.96555,0.98852,0.97704,0.96555,0.94363,0.92067,0.89388,0.87578,0.91324,0.92067,0.89875
Maize,2004,11,0,13,17,73.93,9.4536,0.0053419,0.069444,0.12607,0.18376,0.24145,0.3109,0.36752,0.42521,0.48291,0.52885,0.58654,0.63248,0.66667,0.70085,0.74679,0.7703,0.80449,0.81624,0.83974,0.85788,0.88568,0.90812,0.91987,0.94231,0.95406,0.96581,0.98679,0.97756,0.98825,1,0.98825,1,1,0.97756,0.97756,0.97756,0.96581,0.94487,0.93162,0.93162,0.91987,0.89637,0.89637,0.89637,0.87393,0.85043,0.83974,0.81624,0.81624,0.7938,0.72436
Maize,2004,11,0,14,17,64.32,8.2214,0,0.066339,0.10991,0.17199,0.23833,0.30321,0.35749,0.414,0.42629,0.46683,0.51317,0.54423,0.59022,0.62039,0.65563,0.69733,0.73342,0.77396,0.81327,0.82678,0.85381,0.86732,0.87961,0.88807,0.89312,0.90663,0.92015,0.90663,0.91155,0.92015,0.92015,0.93366,0.94717,0.96069,0.98649,1,1,0.9914,0.98573,0.96069,0.94717,0.92015,0.90663,0.89312,0.89312,0.88575,0.87224,0.84644,0.81941,0.79361,0.70025
Maize,2004,11,0,15,17,53.73,7.171,0,0.060563,0.12113,0.18073,0.22231,0.2793,0.36338,0.42394,0.47983,0.53682,0.59155,0.63662,0.6763,0.71268,0.74225,0.77324,0.80282,0.8338,0.86338,0.89437,0.90986,0.93944,0.95493,0.96822,0.98451,0.98451,0.98451,0.98451,0.98451,0.97042,0.97042,0.97042,0.97042,0.98003,0.98451,0.98451,1,1,1,0.98451,0.97042,0.95493,0.93944,0.9169,0.90141,0.90141,0.87716,0.82535,0.7827,0.71831,0.58169
Maize,2004,11,0,16,17,44.17,5.9792,0.0084459,0.069088,0.10473,0.15059,0.19088,0.26985,0.33108,0.36486,0.41723,0.46959,0.52196,0.57432,0.6098,0.64637,0.69595,0.71453,0.73142,0.74831,0.77365,0.78456,0.81757,0.83615,0.85473,0.87331,0.90878,0.91157,0.94595,0.96284,0.98142,0.98142,1,1,1,1,1,1,1,0.98142,0.98142,0.97819,0.95169,0.93677,0.90878,0.8902,0.8548,0.83931,0.81757,0.79057,0.74493,0.68779,0.56419
Maize,2004,11,0,17,17,29.67,3.9087,0,0.10584,0.15454,0.19638,0.25065,0.29199,0.3306,0.41183,0.44444,0.47804,0.51638,0.55556,0.58398,0.64083,0.67735,0.72351,0.75194,0.77778,0.78096,0.83463,0.83463,0.86305,0.86305,0.88889,0.91731,0.91731,0.94574,0.94574,0.97416,0.98413,1,1,1,1,0.97561,1,0.97416,0.97416,0.97416,0.97416,0.94574,0.94574,0.91731,0.91731,0.91731,0.88889,0.86305,0.85742,0.80245,0.69321,0.64083
